@relation tweets

@attribute fppronouns numeric
@attribute sppronouns numeric
@attribute tppronouns numeric
@attribute coordconjs numeric
@attribute ptverbs numeric
@attribute ftverbs numeric
@attribute commas numeric
@attribute colons numeric
@attribute dashes numeric
@attribute parentheses numeric
@attribute ellipses numeric
@attribute cmnnouns numeric
@attribute propnouns numeric
@attribute adverbs numeric
@attribute whwords numeric
@attribute slang numeric
@attribute uppercase numeric
@attribute avgsentence numeric
@attribute avgtoken numeric
@attribute numsentence numeric
@attribute class {pop,news}


@data
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9.0,3.78,1,news
0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,9.0,4.44,1,news
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9.0,5.33,1,news
0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6.0,5.67,1,news
0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,11.0,5.36,1,news
0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,11.0,5.36,1,news
0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,6.0,4.25,2,news
0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10.0,4.3,1,news
0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9.0,5.22,1,news
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8.0,4.75,1,news
0,0,0,0,0,0,1,1,1,0,0,8,2,0,0,0,1,10.0,4.85,2,news
0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,8.0,5.25,1,news
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10.0,5.5,1,news
0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,4.5,3.56,2,news
1,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,12.0,5.25,1,news
0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,18.0,4.56,1,news
0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,1,9.0,5.0,1,news
