@relation tweets-weka.filters.unsupervised.attribute.StringToNominal-Rlast

@attribute fppronouns numeric
@attribute sppronouns numeric
@attribute tppronouns numeric
@attribute coordconjs numeric
@attribute ptverbs numeric
@attribute ftverbs numeric
@attribute commas numeric
@attribute colons numeric
@attribute dashes numeric
@attribute parentheses numeric
@attribute ellipses numeric
@attribute cmnnouns numeric
@attribute propnouns numeric
@attribute adverbs numeric
@attribute whwords numeric
@attribute slang numeric
@attribute uppercase numeric
@attribute avgsentence numeric
@attribute avgtoken numeric
@attribute numsentence numeric
@attribute classname {bs,jb,kp,lgg,rih,ts}

@data
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,2.33,1,jb
2,0,1,1,2,0,0,1,0,1,0,8,0,4,0,0,0,5.75,3.17,4,jb
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,5.75,2,jb
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,7,1,jb
0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4.5,3.78,2,jb
0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,11,5.18,1,jb
1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,6,3.5,1,jb
1,1,0,1,1,0,0,0,0,0,0,6,0,0,0,0,0,5.33,4.31,3,jb
1,0,0,1,0,1,0,0,0,0,1,4,0,2,0,0,1,6.5,4,2,jb
0,0,0,1,0,0,0,0,1,0,1,5,0,0,0,0,1,5.5,5.91,2,jb
1,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,8,4.25,1,jb
0,1,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,2.67,3.25,3,jb
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,1,jb
0,0,0,0,0,0,0,0,1,0,0,5,1,2,0,1,1,11,4.36,1,jb
1,1,0,0,0,0,0,0,2,0,0,9,0,0,0,1,1,6.33,4.79,3,jb
1,1,0,1,0,0,0,0,0,0,0,7,0,0,0,0,4,8,4.5,2,jb
0,1,0,0,0,0,0,1,0,1,0,3,0,1,0,0,1,9,4.11,1,jb
2,0,0,0,1,1,0,0,0,0,0,6,0,0,0,0,1,4.75,3.89,4,jb
1,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,17,3.94,1,jb
0,0,1,0,1,0,1,0,0,0,0,6,0,2,0,1,0,15,3.93,1,jb
2,0,1,0,1,1,0,0,0,0,0,8,1,1,0,1,15,5.75,3.78,4,jb
0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,1,13,5,1,jb
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,2,1,jb
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,4.67,1,jb
1,0,0,0,1,0,0,1,0,0,0,7,0,0,0,1,4,4,4.5,3,jb
2,0,0,0,0,0,0,2,0,1,0,8,0,1,0,0,0,8,4.31,2,jb
0,0,0,0,0,0,0,1,0,0,0,8,0,4,0,0,3,7.5,4.07,2,jb
0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,4,3.63,2,jb
2,0,0,1,2,0,0,1,0,1,0,9,1,1,0,0,3,7.67,4.04,3,jb
1,0,1,0,0,0,0,1,0,0,0,7,0,1,0,0,0,18,4.39,1,jb
2,1,0,0,0,0,0,1,0,1,0,8,0,0,0,0,1,4.25,2.88,4,jb
1,1,1,0,0,0,1,1,0,0,0,10,0,2,0,0,2,26,3.23,1,jb
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,5.25,1,jb
0,2,1,1,0,0,0,0,0,0,0,6,0,1,1,0,0,11.5,3.04,2,jb
1,2,1,0,0,0,0,1,0,1,0,6,0,0,0,0,0,16,3.88,1,jb
1,1,1,1,1,0,1,1,0,1,0,10,0,1,0,1,1,8.33,4.12,3,jb
0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,1,3.5,4.43,2,jb
2,0,0,1,2,0,0,0,0,0,1,7,0,0,0,0,0,5.67,3.65,3,jb
0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,1,3.33,3.1,3,jb
1,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,4.2,3.81,5,jb
0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,8,5.25,1,jb
1,2,0,0,1,0,0,0,0,0,0,5,0,0,0,0,1,6.5,4.15,2,jb
0,0,1,1,0,1,0,0,0,0,0,5,1,2,0,1,0,9.5,4.05,2,jb
1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,6,3.5,1,jb
1,2,1,0,0,1,0,0,0,0,0,7,0,0,0,2,0,5.67,3,3,jb
1,0,0,0,0,0,0,1,0,0,0,7,0,1,0,0,3,7,4.38,3,jb
0,4,0,0,1,0,0,0,0,0,1,5,0,2,1,1,0,12.5,3.48,2,jb
1,2,0,1,1,0,0,2,0,1,1,11,0,0,0,0,0,8.33,3.68,3,jb
0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,7,4.86,1,jb
1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,2.67,1,jb
0,0,1,0,0,0,0,0,1,0,0,5,0,0,0,1,0,4,2.5,4,jb
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,5.33,1,jb
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,7.67,1,jb
1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,9,3.22,1,jb
0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,4.17,3,jb
3,0,1,0,2,0,0,0,0,0,0,14,0,1,1,0,0,9,3.3,3,jb
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,5,1,jb
2,0,0,0,1,0,0,0,0,0,1,10,0,0,0,0,0,6.25,4.04,4,jb
1,2,0,1,0,0,1,0,0,0,0,8,1,1,0,1,3,12.5,4.44,2,jb
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,3.25,1,jb
3,4,0,1,0,0,0,3,0,2,0,11,0,0,1,2,0,7.5,2.97,4,jb
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,8,4.88,1,jb
1,1,0,0,0,0,0,0,0,0,0,7,0,0,1,1,5,6.33,3.26,3,jb
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,7.25,2,jb
0,1,0,1,0,0,0,0,2,0,0,8,1,1,0,1,0,22,4.5,1,jb
2,0,0,0,0,0,0,0,0,0,1,10,0,4,1,0,7,7,3.71,3,jb
3,1,1,0,1,0,0,0,0,0,0,5,0,3,0,0,0,13,4.08,2,jb
0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,3,8.33,1,jb
0,4,1,0,1,1,0,1,0,1,0,5,0,3,0,0,0,14.5,3.79,2,jb
3,0,1,1,0,0,0,0,0,0,0,7,0,3,0,0,0,7,3.62,3,jb
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,3.5,5,2,jb
1,1,0,1,0,0,0,0,0,1,0,14,0,1,0,2,4,6.5,3.69,4,jb
1,0,0,0,0,1,0,1,0,0,0,9,0,0,0,0,2,5,3.7,4,jb
0,1,0,0,0,0,0,0,0,2,0,3,0,0,1,0,0,9,3.89,1,jb
1,2,0,0,0,0,1,0,0,0,0,8,0,1,0,0,0,5.25,3.76,4,jb
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3.67,1,jb
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,4,3.25,2,jb
1,1,0,0,0,1,0,2,0,1,0,10,2,0,0,0,0,9,3.7,3,jb
0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,4,3.35,5,jb
3,0,0,1,2,0,0,0,0,0,1,12,0,0,0,0,1,22,4.5,1,jb
0,3,0,1,0,0,2,0,0,0,0,6,1,0,0,0,0,13,4.31,1,jb
3,2,0,2,2,0,0,0,0,0,0,11,0,3,0,0,0,10,3.57,3,jb
1,1,0,0,1,0,0,1,0,1,0,9,0,2,1,0,0,6.8,3.09,5,jb
0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,6.22,1,jb
3,0,0,0,0,0,1,0,0,0,0,8,0,3,0,0,0,9.67,3.38,3,jb
0,2,0,1,0,0,0,0,0,0,0,8,3,0,0,0,0,13,4.15,2,jb
1,0,2,2,4,1,0,0,0,0,0,6,0,1,1,0,0,10,3.57,3,jb
3,2,3,2,0,0,0,0,0,0,0,7,0,1,2,2,0,15,3.2,2,jb
2,0,0,2,3,0,3,0,0,0,0,14,0,0,0,0,11,4.6,3.65,5,jb
1,1,0,0,0,0,0,0,1,0,0,6,0,0,0,0,2,4,3.5,2,jb
1,0,0,1,0,0,0,0,0,0,2,11,0,1,0,1,0,6,4.72,3,jb
2,0,2,1,0,2,0,1,0,1,0,8,0,1,0,0,2,23,4.09,1,jb
0,0,0,1,0,0,0,0,1,0,0,4,1,0,1,0,3,11,4.09,2,jb
1,0,1,0,1,0,0,0,0,0,1,6,0,1,0,0,2,6,4.39,3,jb
1,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,1,4.67,3.57,3,jb
0,0,0,0,0,0,1,1,0,1,0,8,0,0,0,1,2,3.25,5.62,4,jb
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,5.25,1,jb
0,2,1,1,0,0,0,0,0,0,0,7,0,1,0,0,1,6.33,3.58,3,jb
1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,6,5.17,1,jb
1,1,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,8,3.63,1,jb
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,3.8,1,jb
1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,9,2.89,1,jb
1,0,0,1,1,1,0,0,0,0,0,8,0,2,0,0,1,11,3.77,2,jb
3,0,0,1,2,1,0,1,0,1,0,4,0,2,0,0,11,9,3.94,2,jb
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,3.5,1,jb
2,1,0,1,0,0,0,0,0,0,1,4,0,3,0,0,0,16,3.88,1,jb
0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,8,3.88,1,jb
3,1,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,20,4.9,1,jb
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,3,1,jb
0,1,0,0,0,0,0,0,0,0,0,16,0,2,0,0,6,4.2,3.67,5,jb
1,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,4,3.5,4,jb
1,2,1,0,0,0,0,0,0,0,0,11,1,0,0,1,5,7.75,3.42,4,jb
0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,4.75,3.63,4,jb
0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,3.8,3.16,5,jb
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2.5,6,2,jb
0,3,0,1,0,0,0,0,0,2,0,10,2,2,1,1,6,10,3.43,3,jb
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,5,5.8,1,jb
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,4.67,1,jb
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,5,1,jb
1,1,0,0,0,0,0,0,0,0,0,9,0,1,2,1,1,11.5,3.91,2,jb
1,1,1,0,1,1,0,0,0,0,2,10,1,0,0,1,1,6.25,4.04,4,jb
0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,3,3.5,2.86,2,jb
2,2,1,0,1,1,0,0,0,0,0,5,0,1,0,2,0,8.33,3.24,3,jb
1,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,6,3,2,jb
0,1,1,0,1,0,0,0,0,0,0,7,1,0,0,0,0,5.67,4.29,3,jb
0,0,2,0,0,0,0,0,0,0,0,13,0,2,0,0,7,7,3.79,4,jb
2,0,0,1,0,0,0,0,1,0,0,4,1,1,0,0,1,20,3.45,1,jb
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,6.67,1,jb
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,2.4,1,jb
1,0,0,0,1,0,0,0,0,0,0,8,0,0,0,1,1,4.2,3.19,5,jb
1,1,0,1,0,0,0,1,0,0,0,15,0,1,0,2,1,8,3.63,3,jb
1,1,0,1,2,0,0,0,1,0,0,5,0,1,0,1,0,7.5,4,2,jb
4,2,0,1,2,1,0,0,1,0,1,9,1,2,0,0,2,5.33,3.25,6,jb
0,0,1,0,0,1,0,0,0,0,0,7,0,0,0,0,0,5.67,4.35,3,jb
2,1,0,1,2,0,0,0,0,0,0,9,0,3,0,1,0,7,3.32,4,jb
1,0,0,0,1,0,0,0,1,0,0,3,0,1,0,0,0,4.5,4.33,2,jb
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,6,1,jb
1,0,0,0,0,1,0,0,0,0,0,9,0,2,0,0,4,18,4.44,1,jb
1,1,1,1,1,1,0,0,0,0,0,4,0,2,0,1,0,16,4.75,1,jb
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,1,jb
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,8,3.75,1,jb
0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,3,1.67,2,jb
0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,4,3,1,jb
0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,2,3.5,3.36,4,jb
0,1,1,1,0,1,0,0,0,0,0,9,0,0,0,0,2,6,5.11,3,jb
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,3.67,1,jb
1,1,1,0,1,0,0,1,1,1,0,8,0,0,0,1,0,4,2.95,5,jb
1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,3.36,1,jb
0,0,1,0,0,0,0,0,0,0,2,6,0,0,0,0,1,3.33,4.6,3,jb
1,1,0,0,0,0,0,0,0,0,0,8,0,1,0,0,2,6.25,4,4,jb
2,2,1,1,1,0,0,1,0,1,0,8,0,2,0,0,2,10,3.4,3,jb
0,0,2,0,0,0,0,0,0,0,0,5,1,1,0,0,1,6,3.83,3,jb
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,2.25,1,jb
0,0,0,1,0,0,0,1,0,0,0,11,0,0,0,0,0,8,4.38,3,jb
1,1,0,0,1,0,0,0,0,0,0,8,0,1,1,0,5,23,4.83,1,jb
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,5.25,1,jb
0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,2,4,5,2,jb
0,0,0,1,0,0,0,0,0,0,0,11,1,1,0,0,4,6.75,3.93,4,jb
0,0,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,11,3.82,1,jb
1,0,0,0,0,0,0,0,1,0,0,9,1,0,0,0,6,5.67,3.41,3,jb
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.5,1,jb
2,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,15,3.53,1,jb
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,2.5,1,jb
0,0,0,0,0,0,1,1,0,0,0,5,0,1,0,0,1,9,6.11,1,jb
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,3,1,jb
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,2.5,1,jb
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,4.5,1,jb
0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,4,3,3.33,3,jb
3,0,1,1,1,1,0,0,0,0,0,10,0,3,0,0,1,11,4.86,2,jb
3,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,8,2,1,jb
1,0,0,0,0,0,0,1,0,3,0,7,0,1,0,0,0,9,3.39,2,jb
0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,5.5,5.27,2,jb
1,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,8,2.5,1,jb
1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,7,3.57,1,jb
0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,1,4.33,3.62,3,jb
0,1,0,0,0,0,0,2,0,1,0,4,0,1,0,0,0,5.5,6.73,2,jb
3,0,0,0,0,0,1,2,0,0,0,10,0,2,0,0,0,10.5,4,2,jb
0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,21,4.19,1,jb
2,1,1,1,1,0,0,0,0,0,0,7,1,1,0,1,0,12,4.13,2,jb
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,1,jb
1,1,0,1,1,1,0,1,0,1,1,14,0,0,0,1,1,7.25,3.59,4,jb
1,1,0,1,0,1,0,0,0,0,0,8,0,1,0,0,0,5.25,3.67,4,jb
2,1,1,0,2,0,1,0,0,0,0,4,1,3,1,1,0,12.5,4.52,2,jb
2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7.33,4.23,3,jb
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,2.44,3,jb
0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,6,4.17,1,jb
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,5.25,1,jb
1,0,0,0,0,0,0,1,0,0,0,3,1,1,0,0,1,9,3.67,2,jb
1,1,0,0,0,0,0,0,0,0,0,7,1,0,1,1,10,14,4.21,1,jb
2,2,1,0,0,0,0,2,1,1,0,13,0,0,1,0,0,8.33,3.76,3,jb
0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,3,3.33,1,jb
0,0,0,0,1,0,0,1,0,1,0,11,0,1,0,1,5,3.6,3.72,5,jb
1,0,0,0,1,0,2,0,0,0,0,7,0,0,0,0,7,6.5,4.77,2,jb
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2.5,4.4,2,jb
0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,2,3.33,3.6,3,jb
0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,1,6,4.44,3,jb
0,0,0,0,0,0,0,0,0,0,1,8,2,0,0,0,12,4.5,3.67,4,jb
0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,3,4.22,3,jb
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,5.8,1,jb
0,0,1,0,1,0,0,0,2,0,0,5,0,1,0,0,1,7.5,4.2,2,jb
0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,4,3.38,2,jb
1,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,5.5,3.82,2,jb
0,0,1,1,0,0,0,0,0,0,0,7,0,3,0,0,0,9.5,4.63,2,jb
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,3,1,jb
0,0,1,0,0,0,1,1,0,1,0,3,0,0,0,0,0,5,5.8,1,jb
2,1,0,0,2,0,0,0,0,0,0,13,1,0,0,2,0,10,3.1,3,jb
0,0,1,1,0,0,0,0,0,0,0,8,0,1,0,0,2,6.33,4.16,3,jb
0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12,3.25,1,jb
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,12.67,1,jb
2,1,0,0,1,0,1,0,0,0,0,9,0,2,0,0,0,12,3.67,2,jb
0,1,0,0,0,0,0,0,2,0,0,5,0,1,0,0,0,4,4.67,3,jb
0,2,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,5,3.3,2,jb
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,5.5,1,jb
1,0,0,0,1,0,0,1,0,1,0,2,0,1,0,1,0,7,3.71,1,jb
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,6.5,1,jb
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,jb
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,4.5,1,jb
1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,14,4.5,1,jb
2,2,1,0,0,0,0,0,0,0,0,12,0,1,0,1,0,6.2,3.42,5,jb
0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,8,3.25,4.08,4,jb
0,1,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,5.5,4.09,2,jb
1,0,2,1,1,0,0,0,0,0,0,11,1,0,0,0,1,9,3.15,3,jb
1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,4.5,5.78,2,jb
2,2,0,1,0,0,1,0,0,0,0,3,3,0,0,0,0,15,3.67,1,jb
2,4,1,2,0,0,0,0,0,0,0,5,0,1,1,1,1,16,3.41,2,jb
2,1,1,1,0,0,0,0,0,0,0,9,0,3,0,0,0,8.67,3.85,3,jb
0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,5,10,1,jb
1,1,0,1,1,0,0,0,0,0,0,3,0,4,0,1,4,10,3.05,2,jb
0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,4,5.25,1,jb
1,0,0,1,0,0,1,0,0,0,0,7,0,1,0,0,2,6,4.83,3,jb
0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,4,7.75,1,jb
0,0,1,0,0,0,0,0,0,0,0,5,0,0,1,0,0,5.5,3.82,2,jb
0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,4,2,1,jb
0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,5,6.8,1,jb
0,0,0,1,0,0,3,0,0,0,0,12,2,0,0,0,15,19,4.68,1,jb
2,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,2,6.67,4.5,3,jb
2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,9,3.22,1,jb
0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,14,5.86,1,jb
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,4.33,2,jb
0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,3.25,4.08,4,jb
0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,2.5,6.2,2,jb
0,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0,1,7,3.64,2,jb
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,1,jb
2,0,0,0,1,0,0,0,0,0,0,6,1,2,0,1,1,7.33,3.32,3,jb
2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,5.14,1,jb
2,0,1,0,0,0,0,0,1,0,0,4,1,0,1,0,5,18,4.39,1,jb
0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,1,4.67,3.64,3,jb
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,5.2,1,jb
0,1,1,0,1,0,0,0,0,0,0,8,0,0,0,0,2,4.33,3.46,3,jb
0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,4.5,4.11,2,jb
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6.5,3.38,2,jb
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,4,1,jb
2,0,1,0,0,0,0,1,0,0,0,8,0,1,0,1,0,5.33,3.06,3,jb
0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,4.5,3.67,2,jb
3,0,1,1,0,0,1,0,0,0,0,4,0,0,1,0,0,20,4.1,1,jb
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,7,5.14,1,jb
1,0,0,0,1,1,0,0,0,0,0,5,0,2,0,0,0,9,5.17,2,jb
1,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,6,4.42,2,jb
1,0,1,0,0,0,0,3,0,0,3,9,0,0,0,0,9,8,3.44,2,jb
0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,4,4.63,2,jb
2,2,0,0,1,0,0,1,0,0,0,6,0,1,0,1,0,8.33,4.36,3,jb
0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,3,4.33,3,jb
1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,3.69,2,jb
0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,4,0,3,2.54,8,jb
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4,1,jb
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,2,jb
1,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,17,3.06,1,jb
0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,3.33,4.1,3,jb
2,1,1,0,2,0,0,0,0,0,0,10,0,2,0,0,0,5.2,3.35,5,jb
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,2.67,1,jb
5,2,0,2,0,0,0,0,0,0,1,14,0,0,1,1,3,6.8,3.03,5,jb
0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,5.5,4.36,2,jb
0,1,1,2,0,0,2,1,0,0,0,7,1,2,1,0,0,13.5,3.59,2,jb
2,0,1,1,0,0,0,3,0,2,0,16,0,0,0,0,4,7.75,3.16,4,jb
1,0,1,0,2,0,0,0,0,0,0,11,0,1,1,0,0,7,3.54,4,jb
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,4.75,1,jb
1,0,2,0,0,1,0,0,0,0,0,10,0,0,0,0,0,8,3.34,4,jb
1,2,0,0,1,0,0,0,0,0,0,6,0,1,0,0,0,6.67,4.55,3,jb
3,1,1,0,0,0,0,2,0,0,1,14,0,0,0,0,3,7.5,3.43,4,jb
0,1,0,0,0,0,0,1,0,0,0,6,0,0,0,0,2,11,5.27,1,jb
0,1,0,0,0,0,0,0,0,0,0,6,0,2,0,0,2,18,4.56,1,jb
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,5.67,1,jb
0,0,1,1,0,0,0,0,0,0,0,17,0,2,0,0,3,4.5,3.52,6,jb
0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,9,3.78,1,jb
1,0,1,0,0,0,0,0,1,0,0,9,0,0,0,0,4,9,5,2,jb
2,1,1,0,1,0,0,0,1,0,0,8,0,1,0,1,4,4.4,4.05,5,jb
0,0,0,1,0,0,0,0,0,0,1,5,0,2,0,0,1,9,4.11,2,jb
1,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,5.5,6.55,2,jb
0,0,1,0,0,0,0,1,1,1,0,3,0,0,0,0,1,3,0.83,2,jb
0,0,0,0,0,0,0,0,3,0,0,5,1,2,0,0,8,14,5.43,1,jb
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,1,jb
1,0,0,0,0,0,0,1,0,1,0,2,0,2,0,1,0,7,2.57,1,jb
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,3.25,3.69,4,jb
0,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,6,3.92,2,jb
1,0,1,0,0,1,0,0,0,0,4,10,0,0,0,1,0,6.25,4.2,4,jb
3,0,2,1,0,0,0,0,0,0,0,13,0,2,0,2,0,6,2.47,5,jb
2,1,0,0,0,0,4,1,0,0,1,16,0,1,0,0,3,7,3.71,4,jb
0,0,1,0,0,0,0,0,0,0,0,11,0,1,0,0,0,7.25,2.97,4,jb
1,0,2,0,0,0,0,0,0,2,0,12,0,3,0,0,9,8,3.09,4,jb
0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,7,12,4.58,1,jb
